ts,slot,node_id,rain_intensity_mmph,flow_m3s,temp_C,pH,DO_mgL,EC_uScm,COD_mgL,NH3N_mgL,TN_mgL,TP_mgL,TSS_mgL,turbidity_NTU
2026-01-01 00:01:40,20,10,0.0,0.024419,14.942189,7.375586,6.026018,177.992121,40.440484,1.736514,5.305268,0.293097,69.205434,19.516078
2026-01-01 00:01:45,21,10,0.0,0.022641,14.746926,7.436944,6.232406,228.493825,47.159668,1.984381,4.772325,0.363263,41.710508,27.398783
2026-01-01 00:01:50,22,10,0.0,0.020545,15.474568,7.509485,6.624157,240.055037,30.276949,1.463793,6.603743,0.589145,72.24968,18.212686
2026-01-01 00:01:55,23,10,0.0,0.024321,15.502675,7.388519,7.085812,273.044381,45.112528,1.395594,5.382538,0.602554,93.491133,22.794346
2026-01-01 00:02:00,24,10,0.0,0.023503,15.089817,7.437581,6.340866,331.992108,41.989039,0.984093,4.638505,0.423164,67.988188,22.813725
2026-01-01 00:02:05,25,10,0.0,0.020428,14.876572,7.426867,6.404668,279.737068,46.877399,1.29402,4.463917,0.449841,63.130221,17.474418
2026-01-01 00:02:10,26,10,0.0,0.020944,15.764782,7.408873,6.330078,305.781018,46.062868,1.215597,4.964847,0.336887,60.555835,23.767915
2026-01-01 00:02:15,27,10,0.0,0.021394,15.176869,7.354954,5.115527,259.039082,38.10525,1.647706,5.772284,0.417516,68.000038,21.490552
2026-01-01 00:02:20,28,10,0.0,0.021514,14.963849,7.511241,7.569642,303.327882,43.878076,1.313354,3.887332,0.382818,59.081219,12.175352
2026-01-01 00:02:25,29,10,0.0,0.024406,15.06332,7.200262,7.014221,162.444082,42.736369,1.03309,3.900596,0.344282,52.182137,22.924561
2026-01-01 00:02:30,30,10,0.0,0.022305,15.530812,7.372102,5.644776,318.902949,35.744699,0.917003,5.461531,0.266406,71.342276,17.142678
2026-01-01 00:02:35,31,10,0.0,0.024332,15.006397,7.40249,5.527362,270.100735,30.010405,0.757977,3.496351,0.277994,48.723182,13.135446
2026-01-01 00:02:40,32,10,0.0,0.021118,15.344077,7.37209,7.007041,285.722665,22.695615,1.066523,4.763753,0.469994,70.868995,11.749123
2026-01-01 00:02:45,33,10,0.0,0.024523,15.426332,7.529038,6.192457,228.963307,42.939412,1.371675,5.215323,0.432331,62.676958,15.414391
2026-01-01 00:02:50,34,10,0.0,0.020334,15.847298,7.286061,5.902065,220.169923,47.46223,0.646836,4.001491,0.3479,56.276183,20.006944
2026-01-01 00:02:55,35,10,0.0,0.024604,15.104942,7.35689,6.243416,303.30862,38.841786,1.379578,6.897707,0.279163,55.233229,21.662693
2026-01-01 00:03:00,36,10,0.0,0.020051,14.823858,7.4773,5.77385,252.258024,39.759368,0.956003,5.786417,0.442357,24.168138,12.937507
2026-01-01 00:03:05,37,10,0.0,0.020175,15.056085,7.509674,6.424217,239.991716,33.935004,0.514127,4.244685,0.325734,49.457013,11.426189
2026-01-01 00:03:10,38,10,0.0,0.022854,15.378971,7.497705,6.244119,253.843086,38.452832,1.603639,6.034863,0.454996,79.854093,14.825691
2026-01-01 00:03:15,39,10,0.0,0.024063,15.516434,7.211593,6.082165,234.698895,36.226072,1.229462,7.070475,0.109501,36.778558,23.714675
2026-01-01 00:03:20,40,10,0.0,0.020127,15.305725,7.652267,6.554057,245.379959,36.399913,1.06168,6.169022,0.535615,61.696818,18.643407
2026-01-01 00:03:25,41,10,0.0,0.021975,15.099841,7.275823,6.456384,196.999055,43.024074,0.816196,4.540791,0.562096,59.96571,21.189147
2026-01-01 00:03:30,42,10,0.0,0.022926,14.780332,7.333376,6.888401,251.645607,60.192469,1.464985,4.989374,0.521778,72.23294,18.235569
2026-01-01 00:03:35,43,10,0.0,0.020132,15.389768,7.452235,6.425966,218.716238,38.433874,1.126406,3.89591,0.462695,52.807343,12.591263
2026-01-01 00:03:40,44,10,0.0,0.021299,15.415997,7.221191,6.471286,312.633049,50.020477,0.433883,4.579524,0.315511,67.799565,19.262071
2026-01-01 00:03:45,45,10,0.0,0.02486,15.22062,7.353991,6.598935,310.661347,37.036351,1.748811,4.759264,0.597556,53.282128,18.202212
2026-01-01 00:03:50,46,10,0.0,0.020199,15.023245,7.244269,6.061176,279.511288,62.476625,0.941763,3.655929,0.515236,56.956425,13.189082
2026-01-01 00:03:55,47,10,0.0,0.022653,15.006236,7.30256,6.070834,305.938006,35.200855,1.104371,4.973326,0.297076,36.69398,14.830537
2026-01-01 00:04:00,48,10,0.0,0.02439,15.161254,7.291205,5.635063,262.927499,42.963407,1.352497,6.549264,0.291628,38.419141,15.698536
2026-01-01 00:04:05,49,10,0.0,0.021579,15.782321,7.349273,7.707165,224.674524,33.959693,1.494532,5.184585,0.506925,42.713806,20.484071
2026-01-01 00:04:10,50,10,0.0,0.02284,15.148156,7.447124,4.908288,298.424104,50.964323,1.350478,4.793575,0.307634,55.879345,22.72058
2026-01-01 00:04:15,51,10,0.0,0.020282,15.116533,7.402257,6.688372,336.294181,32.061909,0.989255,6.09975,0.644454,12.960675,19.282237
2026-01-01 00:04:20,52,10,0.0,0.024256,15.415385,7.34092,6.23093,179.909473,41.965224,1.294175,5.636817,0.308719,53.962682,16.336338
2026-01-01 00:04:25,53,10,0.0,0.022851,15.348381,7.426604,6.918688,227.816398,32.872944,1.38714,3.668713,0.42392,38.576535,24.68227
2026-01-01 00:04:30,54,10,0.0,0.021091,15.714557,7.326948,6.794719,205.76366,52.028713,1.005717,5.067265,0.487763,76.111337,18.002749
2026-01-01 00:04:35,55,10,0.0,0.021607,15.3243,7.45248,8.075739,250.075182,34.056316,1.114706,6.462074,0.460707,58.24276,22.645574
2026-01-01 00:04:40,56,10,0.0,0.021436,14.536997,7.393973,6.532025,237.778708,21.332225,1.417972,4.070501,0.399493,67.647636,19.723594
2026-01-01 00:04:45,57,10,0.0,0.024184,15.088622,7.501703,7.336043,229.304364,41.155601,0.693317,5.633194,0.356727,38.079176,20.666319
2026-01-01 00:04:50,58,10,0.0,0.023126,15.284012,7.520663,6.36877,236.59758,46.540075,1.296308,5.831134,0.640866,46.251541,17.260379
2026-01-01 00:04:55,59,10,0.0,0.022652,14.598638,7.328687,5.717943,270.191553,31.745232,1.205952,4.360507,0.192905,43.509938,19.074118
2026-01-01 00:05:00,60,10,0.0,0.02285,15.430073,7.385312,7.337444,256.148679,52.259348,1.445266,6.535817,0.734658,36.391609,11.124586
2026-01-01 00:05:05,61,10,0.0,0.022439,15.658493,7.341922,6.291257,279.320018,42.856436,1.065709,4.330279,0.168062,67.467853,20.429975
2026-01-01 00:05:10,62,10,0.0,0.022828,14.683929,7.383861,6.559956,249.978059,43.443353,1.267124,6.5015,0.388144,85.275996,23.863504
2026-01-01 00:05:15,63,10,0.0,0.021015,15.511751,7.614995,6.782069,254.239105,28.163173,1.339435,3.505189,0.44095,59.190751,17.128639
2026-01-01 00:05:20,64,10,0.0,0.024542,15.161357,7.261969,6.949372,254.475037,39.459985,2.181131,5.012292,0.386255,66.159786,16.193748
2026-01-01 00:05:25,65,10,0.0,0.023554,15.025215,7.461881,6.929801,275.337359,39.423296,1.21938,4.785513,0.493083,59.045046,15.926597
2026-01-01 00:05:30,66,10,0.0,0.023533,15.025652,7.316328,7.13782,229.425078,43.053,1.227737,6.348831,0.467436,70.130796,20.272048
2026-01-01 00:05:35,67,10,0.0,0.024746,15.100293,7.343049,5.969643,211.317976,54.154565,1.809327,5.724848,0.354442,56.051723,12.582766
2026-01-01 00:05:40,68,10,0.0,0.022578,15.419608,7.456416,6.758219,194.794078,29.349456,0.935663,5.5012,0.397436,63.149059,28.730297
2026-01-01 00:05:45,69,10,0.0,0.021746,15.42802,7.336339,5.459834,228.468166,43.170657,1.023305,5.125054,0.378635,68.762356,16.635949
2026-01-01 00:05:50,70,10,0.0,0.02187,14.463115,7.488343,6.846003,241.022842,27.528092,1.159983,5.13852,0.356269,47.348659,16.891573
2026-01-01 00:05:55,71,10,0.0,0.024958,15.052518,7.615207,6.346875,220.426735,42.106614,1.045122,4.32737,0.388175,51.282512,21.864069
2026-01-01 00:06:00,72,10,0.0,0.020161,15.407749,7.462273,7.13408,247.326306,29.887469,0.818841,7.620469,0.382702,70.100014,14.829417
2026-01-01 00:06:05,73,10,0.0,0.024567,15.267559,7.291579,7.00121,245.614304,34.351237,1.54872,5.246946,0.356904,65.544091,20.216035
2026-01-01 00:06:10,74,10,0.0,0.023857,14.648621,7.342045,5.823104,180.450672,31.595265,1.496083,5.220303,0.250856,59.669613,15.90231
2026-01-01 00:06:15,75,10,0.0,0.023683,14.960599,7.371973,5.458915,295.995479,32.332511,0.942444,4.503477,0.383881,78.881239,21.651296
2026-01-01 00:06:20,76,10,0.0,0.024041,14.80093,7.390509,5.767369,223.594003,32.658782,1.608291,4.709786,0.386391,54.174175,15.885379
2026-01-01 00:06:25,77,10,0.0,0.024336,15.327031,7.633952,5.810104,156.728865,42.085979,1.571522,4.585701,0.366317,59.280629,14.71479
2026-01-01 00:06:30,78,10,0.0,0.024804,15.144649,7.484334,6.059854,282.453054,38.77339,0.918558,3.602978,0.411977,67.468476,18.236533
2026-01-01 00:06:35,79,10,0.0,0.022894,15.685294,7.469412,7.137828,252.010303,37.163153,1.21226,5.608423,0.459055,77.647342,20.551279
2026-01-01 00:06:40,80,10,0.0,0.024196,14.838586,7.48518,6.492544,213.870539,31.483106,1.454933,5.995099,0.432307,66.891458,20.784325
2026-01-01 00:06:45,81,10,0.0,0.021553,15.162984,7.296558,6.441365,269.370975,41.814947,1.048064,5.666867,0.239058,68.462965,25.130591
2026-01-01 00:06:50,82,10,0.0,0.022667,15.716511,7.326654,7.013434,236.808286,30.710389,1.653365,3.690751,0.453321,79.367205,16.005591
2026-01-01 00:06:55,83,10,0.0,0.021016,15.025168,7.333499,7.192942,318.361774,37.938906,1.691851,5.6591,0.291867,59.326767,20.07249
2026-01-01 00:07:00,84,10,0.0,0.022468,15.357096,7.376,6.086766,227.603447,45.656737,0.840222,3.737961,0.314269,57.120102,17.423326
2026-01-01 00:07:05,85,10,0.0,0.020187,15.150898,7.461641,7.327581,223.623967,37.930121,1.76788,6.771275,0.311988,39.260081,10.733366
2026-01-01 00:07:10,86,10,0.0,0.022388,14.63132,7.383739,6.81429,218.194693,45.391084,0.649529,4.707594,0.421866,45.501793,19.042204
2026-01-01 00:07:15,87,10,0.0,0.021478,14.942812,7.533498,6.107611,293.356266,41.378782,0.613177,4.536248,0.484125,46.826239,19.950263
2026-01-01 00:07:20,88,10,0.0,0.022293,14.614059,7.494244,6.241902,251.215409,52.651042,1.589451,3.522371,0.164785,53.505216,16.344585
2026-01-01 00:07:25,89,10,0.0,0.023845,15.547322,7.420756,6.905574,155.034017,29.578538,1.038948,4.591752,0.793941,66.261557,9.947411
2026-01-01 00:07:30,90,10,0.0,0.021978,14.973636,7.265806,7.324123,181.779352,39.89336,1.438592,5.627043,0.531661,72.41404,17.621295
2026-01-01 00:07:35,91,10,0.0,0.022711,15.031997,7.25156,6.516759,286.77308,40.036121,1.213908,4.273273,0.365899,62.858049,22.272754
2026-01-01 00:07:40,92,10,0.0,0.020019,15.211025,7.55449,5.895367,247.947031,39.23457,0.712864,4.382772,0.467145,67.297146,18.995972
2026-01-01 00:07:45,93,10,0.0,0.022349,15.310768,7.407596,6.315532,275.046476,64.050732,1.79551,5.092028,0.310618,76.953115,20.951471
2026-01-01 00:07:50,94,10,0.0,0.024511,15.280047,7.424315,7.132458,243.267222,43.699548,0.556627,4.46622,0.50961,51.319464,14.741849
2026-01-01 00:07:55,95,10,0.0,0.024329,15.289653,7.378475,5.555672,248.443507,40.021597,1.103513,4.223975,0.515931,54.043272,20.459736
2026-01-01 00:08:00,96,10,0.0,0.022893,15.09804,7.340377,6.850251,199.940643,45.170581,1.449846,3.811842,0.520827,73.694847,14.295131
2026-01-01 00:08:05,97,10,0.0,0.020987,15.450581,7.377829,5.393818,224.388067,26.59264,1.32789,3.957181,0.282858,63.790876,19.309793
2026-01-01 00:08:10,98,10,0.0,0.021947,14.796353,7.325031,6.300229,190.070276,25.394063,0.190026,5.913116,0.442807,58.455135,16.141872
2026-01-01 00:08:15,99,10,0.0,0.023118,14.738823,7.417398,6.168989,309.073241,31.909802,1.144973,4.396972,0.395981,61.275227,15.009091
2026-01-01 00:08:20,100,10,0.0,0.020534,14.707714,7.49378,6.806553,216.488706,43.244496,1.471273,4.875993,0.887499,58.2463,14.916283
2026-01-01 00:08:25,101,10,0.0,0.024459,14.597107,7.441062,6.650677,220.015397,43.209191,1.005718,4.36474,0.23846,74.48794,18.818991
2026-01-01 00:08:30,102,10,0.0,0.020798,15.356299,7.338287,6.149934,210.041382,36.279931,1.427969,4.547559,0.402208,53.611147,15.582406
2026-01-01 00:08:35,103,10,0.0,0.02113,15.056147,7.308135,7.12658,221.922638,33.017679,1.157183,5.890343,0.508052,55.990791,12.289276
2026-01-01 00:08:40,104,10,0.0,0.024432,15.025053,7.281791,6.280864,165.027782,41.566425,1.082395,4.075974,0.562811,70.33965,14.05713
2026-01-01 00:08:45,105,10,0.0,0.024933,15.610432,7.499672,6.1553,290.365846,49.041534,1.248769,6.129888,0.581669,69.117526,15.907073
2026-01-01 00:08:50,106,10,0.0,0.021036,15.275248,7.37517,6.440721,180.132383,37.735143,1.820726,4.91605,0.544045,102.336674,17.6136
2026-01-01 00:08:55,107,10,0.0,0.021239,15.275423,7.305531,6.517337,268.487839,39.820919,1.062358,5.912836,0.425904,42.833185,12.974898
2026-01-01 00:09:00,108,10,0.0,0.024458,15.138873,7.361698,5.975457,305.314228,30.388618,1.79679,3.43407,0.300182,56.427726,22.41786
2026-01-01 00:09:05,109,10,0.0,0.02054,15.121241,7.297357,5.353425,225.586656,43.552695,0.435972,6.543575,0.127865,55.748693,14.695254
2026-01-01 00:09:10,110,10,0.0,0.020663,15.025389,7.398927,6.245898,249.862096,39.161813,1.595125,4.422906,0.704667,69.28456,21.201926
2026-01-01 00:09:15,111,10,0.0,0.021456,14.807459,7.350756,7.234417,211.862583,52.260012,0.966177,3.599095,0.654184,65.408074,17.390624
2026-01-01 00:09:20,112,10,0.0,0.022338,15.476526,7.360477,6.478641,326.500384,26.942342,0.823149,5.272516,0.36923,38.671157,19.90228
2026-01-01 00:09:25,113,10,0.0,0.021564,14.712992,7.402475,6.519323,234.570915,38.045399,1.348789,6.02666,0.640984,53.239342,20.460955
2026-01-01 00:09:30,114,10,0.0,0.024628,15.017886,7.450041,7.404937,256.691525,36.318908,1.363367,5.193985,0.223901,51.262013,20.754483
2026-01-01 00:09:35,115,10,0.0,0.020236,15.394462,7.525487,6.407264,293.05707,39.724705,1.844664,3.701688,0.326461,46.694442,25.532185
2026-01-01 00:09:40,116,10,0.0,0.022917,14.843824,7.378253,6.368197,254.9527,39.305861,0.69393,4.13618,0.163022,78.607768,20.317003
2026-01-01 00:09:45,117,10,0.0,0.020657,15.023624,7.323254,5.917555,238.79157,37.43292,1.495482,5.04067,0.566927,70.837121,17.604105
2026-01-01 00:09:50,118,10,0.0,0.022069,15.099789,7.422192,6.432228,300.318598,29.878755,0.734083,6.560005,0.520335,36.880017,18.381329
2026-01-01 00:09:55,119,10,0.0,0.020531,15.312924,7.345824,7.074389,227.071159,55.834605,0.719615,5.237137,0.38999,75.713042,16.047436
2026-01-01 00:10:00,120,10,0.0,0.022224,15.085284,7.529861,8.046606,254.170234,44.518689,1.495485,6.783859,0.466197,59.806231,23.563446
2026-01-01 00:10:05,121,10,0.0,0.021156,15.242775,7.452695,7.379531,234.048284,41.881579,1.439363,4.774868,0.18513,50.711592,15.877508
2026-01-01 00:10:10,122,10,0.0,0.021719,15.51012,7.456831,6.078512,274.589538,43.640428,0.356109,4.684357,0.335187,58.615755,20.687251
2026-01-01 00:10:15,123,10,0.0,0.021469,15.088275,7.328515,6.940835,285.588408,35.277892,0.929644,5.727892,0.327123,55.332643,20.753247
2026-01-01 00:10:20,124,10,0.0,0.023607,14.973402,7.331375,5.851664,165.301789,52.470994,1.489705,4.408083,0.500527,49.112339,24.981009
2026-01-01 00:10:25,125,10,0.0,0.021972,15.544442,7.271224,6.725973,286.436154,39.643489,0.428464,5.65592,0.604422,40.486292,10.198867
2026-01-01 00:10:30,126,10,0.0,0.023197,15.36731,7.423217,5.74734,250.022385,51.453163,0.749998,6.401606,0.825604,58.143915,33.518296
2026-01-01 00:10:35,127,10,0.0,0.023447,15.447793,7.413062,7.328537,248.713863,39.587033,1.769544,6.615,0.63464,51.302944,20.244592
2026-01-01 00:10:40,128,10,0.0,0.024304,15.33203,7.486774,6.726928,200.470897,30.952126,1.458547,4.800712,0.705019,61.247471,11.520822
2026-01-01 00:10:45,129,10,0.0,0.021869,15.148943,7.299203,6.152201,259.094203,56.180412,0.796442,3.921165,0.474731,30.644938,22.46539
2026-01-01 00:10:50,130,10,0.0,0.022642,15.944638,7.278025,6.268954,199.613464,36.097693,1.986429,5.833463,0.44569,59.371066,23.394746
2026-01-01 00:10:55,131,10,0.0,0.02334,14.651431,7.431481,7.255511,364.107985,48.214835,1.244032,5.622233,0.332217,37.022136,21.025093
2026-01-01 00:11:00,132,10,0.0,0.024723,15.053354,7.529933,5.859181,279.028939,45.24259,1.186418,4.62799,0.447327,55.037866,17.594465
2026-01-01 00:11:05,133,10,0.0,0.021317,15.059456,7.20544,5.201894,227.148884,26.890877,0.94432,7.594578,0.293495,30.204836,16.066819
2026-01-01 00:11:10,134,10,0.0,0.021478,15.459654,7.392197,6.243361,241.501804,43.851831,1.227968,5.405929,0.265359,67.367909,16.348695
2026-01-01 00:11:15,135,10,0.0,0.022696,14.83604,7.45461,5.536536,190.306042,36.197186,1.388846,4.507267,0.640659,51.583943,15.889399
2026-01-01 00:11:20,136,10,0.0,0.022256,15.420538,7.314157,6.517176,262.32214,46.343682,0.412828,4.900189,0.491727,41.49422,18.830109
2026-01-01 00:11:25,137,10,0.0,0.021134,14.877953,7.404057,7.427645,274.073357,32.065929,1.360809,6.143693,0.454458,42.991567,20.248082
2026-01-01 00:11:30,138,10,0.0,0.02191,14.98217,7.300065,5.980826,223.748417,42.04,1.621488,5.767093,0.229954,66.614637,15.225559
2026-01-01 00:11:35,139,10,0.0,0.021815,14.933357,7.319972,7.169767,223.321891,53.79221,1.089939,4.272402,0.519425,78.240506,17.526168
2026-01-01 00:11:40,140,10,0.0,0.023308,15.436597,7.359611,6.578843,268.166731,34.263716,0.719954,5.631461,0.302642,50.504586,21.971468
2026-01-01 00:11:45,141,10,0.0,0.023337,15.338804,7.369128,6.632028,172.184812,38.022706,0.228543,5.580937,0.570141,94.764126,20.348318
2026-01-01 00:11:50,142,10,0.0,0.024242,15.506022,7.23096,5.577822,267.375965,39.976257,1.505469,5.097836,0.489751,62.89473,13.966695
2026-01-01 00:11:55,143,10,0.0,0.024851,16.010606,7.523052,7.086606,281.544889,48.38559,1.472792,4.615236,0.370264,47.687425,20.772856
2026-01-01 00:12:00,144,10,0.0,0.02205,15.770358,7.301594,6.426828,190.718175,33.201966,1.893969,6.491504,0.607427,42.631568,19.96565
2026-01-01 00:12:05,145,10,0.0,0.024195,14.884988,7.347261,5.387156,247.521807,42.347997,1.060565,5.051949,0.467466,68.959277,26.019028
2026-01-01 00:12:10,146,10,0.0,0.020249,14.092836,7.332731,5.474608,221.778942,36.983587,1.122413,5.009943,0.334237,69.705585,18.678938
2026-01-01 00:12:15,147,10,0.0,0.023678,15.335861,7.349037,6.593783,237.620803,41.741746,0.865812,5.462565,0.199551,84.187213,20.125856
2026-01-01 00:12:20,148,10,0.0,0.021208,15.314193,7.299947,5.741574,255.827327,54.376851,1.12537,4.900298,0.558327,49.538903,23.990588
2026-01-01 00:12:25,149,10,0.0,0.022553,15.469933,7.535426,6.242086,239.27114,48.728387,1.15019,4.997023,0.281835,56.952156,24.361707
2026-01-01 00:12:30,150,10,0.0,0.024643,15.118964,7.61371,7.151027,193.796663,34.276581,0.575596,5.677407,0.09305,62.187621,23.406604
2026-01-01 00:12:35,151,10,0.0,0.02289,15.154189,7.41992,6.140668,267.432171,33.50546,0.704449,6.276086,0.39438,76.575018,17.318758
2026-01-01 00:12:40,152,10,0.0,0.022162,15.622411,7.51006,6.282815,306.708718,44.614615,1.338198,6.393563,0.378174,33.935023,18.400978
2026-01-01 00:12:45,153,10,0.0,0.020511,15.21711,7.398156,6.91496,230.362577,42.54533,0.530124,5.756289,0.60365,44.151606,11.787837
2026-01-01 00:12:50,154,10,0.0,0.020604,14.970859,7.291359,6.368322,253.785375,39.381087,1.570592,6.065256,0.418026,35.102596,14.785831
2026-01-01 00:12:55,155,10,0.0,0.024838,14.791255,7.713513,6.767342,237.113906,46.190052,1.99782,3.136128,0.509821,51.619486,17.520618
2026-01-01 00:13:00,156,10,0.0,0.024097,14.898046,7.634724,6.52222,234.752248,40.496475,1.267896,4.731229,0.273385,47.429178,14.488648
2026-01-01 00:13:05,157,10,0.0,0.021985,15.072069,7.21578,5.797943,253.543996,43.258869,0.848085,6.109024,0.330774,51.793333,22.002223
2026-01-01 00:13:10,158,10,0.0,0.020129,15.088214,7.428519,5.6766,263.498989,38.224558,0.636137,5.081837,0.478142,64.850258,25.352279
2026-01-01 00:13:15,159,10,0.0,0.024357,15.809715,7.365047,5.992491,264.44903,47.010271,0.719063,3.858505,0.360533,32.991577,12.422857
2026-01-01 00:13:20,160,10,0.0,0.020258,15.433964,7.49562,6.327424,196.245287,30.622894,1.202524,5.192855,0.703266,78.48596,23.036896
2026-01-01 00:13:25,161,10,0.0,0.023812,15.767278,7.624776,6.69857,299.502895,36.135169,0.088347,5.325846,0.688735,60.021712,13.559451
2026-01-01 00:13:30,162,10,0.0,0.024949,15.125173,7.46732,7.355131,252.38546,39.39478,1.467395,6.210396,0.234979,67.464923,17.657552
2026-01-01 00:13:35,163,10,0.0,0.022159,15.22893,7.56941,6.060725,267.445654,46.565015,1.217001,4.71706,0.738529,50.895819,16.564124
2026-01-01 00:13:40,164,10,0.0,0.022574,14.763056,7.480518,5.699379,229.820009,53.063616,0.492491,5.170977,0.356766,73.669913,9.215196
2026-01-01 00:13:45,165,10,0.0,0.022731,15.26104,7.308862,5.511209,300.378857,51.600878,1.249803,6.683114,0.404562,50.326206,21.085367
2026-01-01 00:13:50,166,10,0.0,0.020346,15.926984,7.346392,5.729455,208.151123,26.875723,1.674385,4.409507,0.589126,71.73935,17.887265
2026-01-01 00:13:55,167,10,0.0,0.023737,14.754221,7.410595,6.208001,212.428655,45.804851,0.893403,5.162992,0.751405,88.906059,15.966692
2026-01-01 00:14:00,168,10,0.0,0.022115,15.572524,7.496158,7.362507,323.988594,26.029508,1.600728,4.157674,0.363394,67.692211,20.613234
2026-01-01 00:14:05,169,10,0.0,0.021834,14.889906,7.427428,5.857755,213.977035,35.328926,1.238005,4.37817,0.314842,38.160367,11.625572
2026-01-01 00:14:10,170,10,0.0,0.020637,15.645644,7.556761,5.596502,283.501845,25.153134,1.911288,4.587643,0.163953,78.138679,18.353445
2026-01-01 00:14:15,171,10,0.0,0.022822,15.239797,7.532117,7.277722,253.560053,37.379646,1.328951,6.045088,0.386889,37.472699,18.629845
2026-01-01 00:14:20,172,10,0.0,0.022915,15.258797,7.355863,6.609329,282.177018,35.817074,1.404307,6.623277,0.473375,66.536959,20.766859
2026-01-01 00:14:25,173,10,0.0,0.024181,14.960134,7.500367,6.345984,259.841428,36.407384,1.31395,7.148032,0.208162,66.074146,14.713397
2026-01-01 00:14:30,174,10,0.0,0.022311,15.057776,7.501541,7.066981,218.745875,40.059524,1.010131,5.63349,0.666514,24.349542,13.748997
2026-01-01 00:14:35,175,10,0.0,0.02461,15.471242,7.433591,5.781587,207.495943,40.356921,1.539701,5.397351,0.233321,76.670293,18.412222
2026-01-01 00:14:40,176,10,0.0,0.023412,15.432298,7.363283,6.267817,249.903178,52.428998,1.442707,5.981192,0.426422,68.915257,15.0
2026-01-01 00:14:45,177,10,0.0,0.022078,15.074773,7.302395,6.537876,242.672432,38.369132,0.917514,4.754185,0.333699,74.033802,26.058467
2026-01-01 00:14:50,178,10,0.0,0.021497,15.007178,7.215314,6.816456,207.440818,29.214691,1.654844,5.094071,0.138842,66.219158,17.456254
2026-01-01 00:14:55,179,10,0.0,0.021674,15.513044,7.306958,6.649158,278.214359,34.335386,1.611198,5.170185,0.619221,58.526749,15.951063
2026-01-01 00:15:00,180,10,0.0,0.023231,15.641473,7.366143,6.862177,250.268729,41.975318,0.686696,4.967263,0.487125,66.736518,15.0477
